Q 1 11 25 44 55 66 77
2.3216 47.8859 48.1865 49.6738 50.3908 50.9120 52.0041 47.8859
2.3317 47.4249 47.7483 49.2790 50.0354 50.5806 51.6893 47.4249
2.3417 46.9638 47.3102 48.8841 49.6800 50.2492 51.3744 46.9638
2.3518 46.5140 46.8800 48.4911 49.3241 49.9153 51.0554 46.5140
2.3618 46.1171 46.4874 48.1067 48.9659 49.5697 50.7163 46.1171
2.3719 45.7203 46.0948 47.7222 48.6077 49.2240 50.3772 45.7203
2.3819 45.3235 45.7021 47.3377 48.2495 48.8784 50.0381 45.3235
2.3920 44.9267 45.3095 46.9532 47.8913 48.5327 49.6990 44.9267
2.4020 44.5465 44.9295 46.5773 47.5375 48.1894 49.3606 44.5465
2.4121 44.2329 44.6002 46.2358 47.2013 47.8555 49.0249 44.2329
2.4221 43.9194 44.2710 45.8942 46.8652 47.5216 48.6891 43.9194
2.4322 43.6058 43.9417 45.5526 46.5291 47.1877 48.3534 43.6058
2.4422 43.2922 43.6125 45.2111 46.1930 46.8539 48.0176 43.2922
2.4523 42.9982 43.2999 44.8820 45.8663 46.5268 47.6870 42.9982
2.4623 42.7717 43.0446 44.5960 45.5723 46.2233 47.3739 42.7717
2.4724 42.5451 42.7893 44.3100 45.2782 45.9198 47.0608 42.5451
2.4824 42.3186 42.5341 44.0241 44.9842 45.6164 46.7477 42.3186
2.4925 42.0921 42.2788 43.7381 44.6902 45.3129 46.4346 42.0921
2.5025 41.8872 42.0429 43.4668 44.4074 45.0189 46.1281 41.8872
2.5126 41.7475 41.8652 43.2398 44.1584 44.7535 45.8412 41.7475
2.5226 41.6078 41.6874 43.0129 43.9094 44.4880 45.5543 41.6078
2.5327 41.4681 41.5097 42.7859 43.6604 44.2225 45.2675 41.4681
2.5427 41.3285 41.3319 42.5589 43.4114 43.9571 44.9806 41.3285
2.5528 41.2074 41.1709 42.3444 43.1724 43.6998 44.7011 41.2074
2.5628 41.1356 41.0539 42.1628 42.9598 43.4639 44.4410 41.1356
2.5729 41.0638 40.9369 41.9813 42.7473 43.2281 44.1809 41.0638
2.5829 40.9920 40.8198 41.7998 42.5347 42.9922 43.9208 40.9920
2.5930 40.9202 40.7028 41.6182 42.3222 42.7563 43.6606 40.9202
2.6030 40.8621 40.5977 41.4487 42.1180 42.5279 43.4051 40.8621
2.6131 40.8360 40.5201 41.3071 41.9332 42.3169 43.1603 40.8360
2.6231 40.8099 40.4426 41.1654 41.7484 42.1059 42.9155 40.8099
2.6332 40.7839 40.3651 41.0238 41.5636 41.8949 42.6707 40.7839
2.6432 40.7578 40.2876 40.8822 41.3788 41.6839 42.4259 40.7578
2.6533 40.7391 40.2169 40.7455 41.1981 41.4750 42.1837 40.7391
2.6633 40.7354 40.1603 40.6191 41.0257 41.2705 41.9472 40.7354
2.6734 40.7318 40.1038 40.4926 40.8533 41.0659 41.7107 40.7318
2.6834 40.7282 40.0472 40.3662 40.6809 40.8614 41.4742 40.7282
2.6935 40.7246 39.9906 40.2398 40.5085 40.6568 41.2377 40.7246
2.7035 40.7197 39.9323 40.1145 40.3371 40.4518 41.0021 40.7197
2.7136 40.7126 39.8708 39.9914 40.1676 40.2461 40.7683 40.7126
2.7236 40.7055 39.8092 39.8684 39.9981 40.0403 40.5344 40.7055
2.7337 40.6983 39.7477 39.7453 39.8285 39.8345 40.3006 40.6983
2.7437 40.6912 39.6862 39.6222 39.6590 39.6288 40.0667 40.6912
2.7538 40.6728 39.6173 39.4928 39.4838 39.4197 39.8295 40.6728
2.7638 40.6355 39.5362 39.3529 39.2993 39.2051 39.5865 40.6355
2.7739 40.5982 39.4551 39.2129 39.1147 38.9904 39.3436 40.5982
2.7839 40.5610 39.3739 39.0730 38.9301 38.7758 39.1006 40.5610
2.7940 40.5237 39.2928 38.9330 38.7456 38.5611 38.8577 40.5237
2.8040 40.4694 39.1954 38.7816 38.5527 38.3391 38.6075 40.4694
2.8141 40.3895 39.0734 38.6130 38.3473 38.1060 38.3464 40.3895
2.8241 40.3096 38.9515 38.4444 38.1419 37.8728 38.0853 40.3096
2.8342 40.2296 38.8296 38.2758 37.9365 37.6397 37.8242 40.2296
2.8442 40.1497 38.7076 38.1072 37.7311 37.4066 37.5631 40.1497
2.8543 40.0443 38.5656 37.9223 37.5110 37.1615 37.2907 40.0443
2.8643 39.9043 38.3963 37.7153 37.2709 36.9004 37.0030 39.9043
2.8744 39.7644 38.2269 37.5084 37.0309 36.6392 36.7153 39.7644
2.8844 39.6244 38.0576 37.3014 36.7908 36.3781 36.4276 39.6244
2.8945 39.4844 37.8883 37.0944 36.5508 36.1170 36.1399 39.4844
2.9045 39.3138 37.6937 36.8682 36.2938 35.8431 35.8406 39.3138
2.9146 39.1058 37.4681 36.6183 36.0160 35.5536 35.5271 39.1058
2.9246 38.8977 37.2425 36.3684 35.7382 35.2641 35.2136 38.8977
2.9347 38.6896 37.0169 36.1185 35.4604 34.9746 34.9001 38.6896
2.9447 38.4816 36.7913 35.8686 35.1826 34.6851 34.5865 38.4816
