# 0.334 0.0 0.0 1.07 1.58 0.84 1.3
0.00000000e+00 3.82255758e+08 4.58706909e+06
1.73821118e-02 3.39517877e+08 4.15866463e+06
2.94514105e-02 2.73842370e+08 3.50056098e+06
4.18904333e-02 1.94187236e+08 2.70297925e+06
5.43683745e-02 1.21437436e+08 1.97530158e+06
6.70917927e-02 6.67641055e+07 1.42915407e+06
7.90602883e-02 3.53450026e+07 1.11575918e+06
9.13421227e-02 1.84623429e+07 9.47600968e+05
1.03676272e-01 1.18511462e+07 8.81755947e+05
1.16120360e-01 9.12401411e+06 8.54529638e+05
1.28441891e-01 7.40758832e+06 8.37375370e+05
1.40559236e-01 6.03642110e+06 8.23694821e+05
1.52887909e-01 4.55550134e+06 8.09014042e+05
1.65437479e-01 3.46785129e+06 7.98253764e+05
1.77672942e-01 2.65726349e+06 7.90258416e+05
1.89859175e-01 2.07693567e+06 7.84545542e+05
2.02102156e-01 1.59760353e+06 7.79848152e+05
2.14370399e-01 1.17452329e+06 7.75729214e+05
2.26668571e-01 8.57920537e+05 7.72661065e+05
2.38997982e-01 6.03813290e+05 7.70214416e+05
2.51331497e-01 4.54615944e+05 7.68779387e+05
2.63574375e-01 3.97557984e+05 7.68220281e+05
2.75771398e-01 4.02672415e+05 7.68243363e+05
2.88112027e-01 4.24047301e+05 7.68414207e+05
3.00364272e-01 4.52553822e+05 7.68646642e+05
3.12628427e-01 4.32139296e+05 7.68430534e+05
3.24998275e-01 4.06743152e+05 7.68171240e+05
3.37342900e-01 3.65360753e+05 7.67772127e+05
3.49563518e-01 3.35112233e+05 7.67477179e+05
3.61787830e-01 3.16694170e+05 7.67289918e+05
3.73985701e-01 2.92765351e+05 7.67057038e+05
3.86306615e-01 2.63556000e+05 7.66781704e+05
3.98620651e-01 2.29188751e+05 7.66466686e+05
4.10925645e-01 1.99904041e+05 7.66199960e+05
4.23224553e-01 1.86115777e+05 7.66067455e+05
4.35488336e-01 1.81961119e+05 7.66016786e+05
4.47777349e-01 1.86142652e+05 7.66034754e+05
4.59988576e-01 1.97366961e+05 7.66108800e+05
4.72248161e-01 2.07020436e+05 7.66167887e+05
4.84542293e-01 2.18003853e+05 7.66235368e+05
4.96775831e-01 2.31096098e+05 7.66317087e+05
5.09049659e-01 2.37817084e+05 7.66346801e+05
5.21339330e-01 2.43598487e+05 7.66367762e+05
5.33676434e-01 2.44978404e+05 7.66354137e+05
5.46001891e-01 2.41183062e+05 7.66301609e+05
5.58274666e-01 2.33748443e+05 7.66223075e+05
5.70483647e-01 2.26384517e+05 7.66146467e+05
5.82705048e-01 2.16797696e+05 7.66055319e+05
5.94996609e-01 2.05609209e+05 7.65954605e+05
6.07281079e-01 1.94530795e+05 7.65856833e+05
6.19564096e-01 1.81811278e+05 7.65750063e+05
6.31872572e-01 1.68901149e+05 7.65644529e+05
6.44173480e-01 1.59372228e+05 7.65563957e+05
6.56479771e-01 1.50648837e+05 7.65490554e+05
6.68691480e-01 1.43634188e+05 7.65429983e+05
6.80952772e-01 1.37645005e+05 7.65377240e+05
6.93244456e-01 1.32868883e+05 7.65333203e+05
