 0.0000000000000000e+00  2.6134399084476110e+07  7.8403197253428330e+05
 2.3561944901923450e-02  2.4460517390748188e+07  7.3381552172244561e+05
 3.9269908169872414e-02  2.1562069142407406e+07  6.4686207427222212e+05
 5.4977871437821388e-02  1.7982206571254414e+07  5.3946619713763241e+05
 7.0685834705770348e-02  1.4121779257981885e+07  4.2365337773945654e+05
 8.6393797973719308e-02  1.0403310734098276e+07  3.1209932202294830e+05
 1.0210176124166828e-01  7.3669498757199813e+06  2.2100849627159943e+05
 1.1780972450961726e-01  5.1767165930153588e+06  1.5530149779046077e+05
 1.3351768777756623e-01  3.6043506649804357e+06  1.0813051994941306e+05
 1.4922565104551519e-01  2.5542768711239249e+06  7.6628306133717750e+04
 1.6493361431346415e-01  1.8221167950499838e+06  5.4663503851499510e+04
 1.8064157758141314e-01  1.2709871002765000e+06  3.8129613008294997e+04
 1.9634954084936210e-01  9.1003643895551970e+05  2.7301093168665589e+04
 2.1205750411731106e-01  6.3781524282211636e+05  1.9134457284663491e+04
 2.2776546738526005e-01  4.7049735972599592e+05  1.4114920791779878e+04
 2.4347343065320901e-01  3.7486987498012284e+05  1.1246096249403685e+04
 2.5918139392115797e-01  3.4133252735648316e+05  1.0239975820694495e+04
 2.7488935718910695e-01  3.4757553314015595e+05  1.0427265994204678e+04
 2.9059732045705589e-01  3.6782844797485915e+05  1.1034853439245775e+04
 3.0630528372500487e-01  3.7795912612937420e+05  1.1338773783881226e+04
 3.2201324699295381e-01  3.7978349185640732e+05  1.1393504755692218e+04
 3.3772121026090279e-01  3.7091480101809069e+05  1.1127444030542720e+04
 3.5342917352885178e-01  3.4119907948841440e+05  1.0235972384652432e+04
 3.6913713679680071e-01  3.1345250740485091e+05  9.4035752221455277e+03
 3.8484510006474970e-01  2.7685986869032111e+05  8.3057960607096320e+03
 4.0055306333269869e-01  2.5099046445505001e+05  7.5297139336515002e+03
 4.1626102660064762e-01  2.2869203343896614e+05  6.8607610031689837e+03
 4.3196898986859661e-01  2.1361359257678955e+05  6.4084077773036861e+03
 4.4767695313654560e-01  2.0463913625744730e+05  6.1391740877234188e+03
 4.6338491640449453e-01  2.0315033667728910e+05  6.0945101003186728e+03
 4.7909287967244352e-01  1.9772365501535925e+05  5.9317096504607771e+03
 4.9480084294039245e-01  1.9949314749450327e+05  5.9847944248350977e+03
 5.1050880620834138e-01  2.0143161544937108e+05  6.0429484634811324e+03
 5.2621676947629037e-01  2.0363263527562268e+05  6.1089790582686801e+03
 5.4192473274423936e-01  2.0723486960178067e+05  6.2170460880534201e+03
 5.5763269601218823e-01  2.0720948880400890e+05  6.2162846641202668e+03
 5.7334065928013722e-01  2.0606283804411811e+05  6.1818851413235434e+03
 5.8904862254808621e-01  1.9732990141789353e+05  5.9198970425368061e+03
 6.0475658581603520e-01  1.8835639899220443e+05  5.6506919697661324e+03
 6.2046454908398418e-01  1.7692059039186299e+05  5.3076177117558900e+03
 6.3617251235193306e-01  1.6300556529205438e+05  4.8901669587616316e+03
 6.5188047561988205e-01  1.5199665071304879e+05  4.5598995213914632e+03
 6.6758843888783104e-01  1.3988314505518455e+05  4.1964943516555359e+03
 6.8329640215578002e-01  1.3047377354114626e+05  3.9142132062343876e+03
 6.9900436542372901e-01  1.2151389819681137e+05  3.6454169459043410e+03
 7.1471232869167800e-01  1.1337244504270743e+05  3.4011733512812229e+03
 7.3042029195962688e-01  1.0759563680918353e+05  3.2278691042755058e+03
 7.4612825522757587e-01  1.0165685236740479e+05  3.0497055710221434e+03
 7.6183621849552485e-01  9.6523066434385109e+04  2.8956919930315530e+03
