 0.0000000000000000e+00  2.5978301606275868e+07  7.7934904818827601e+05
 2.3561944901923450e-02  2.4309943073197749e+07  7.2929829219593247e+05
 3.9269908169872414e-02  2.1421770995236032e+07  6.4265312985708087e+05
 5.4977871437821388e-02  1.7855556755804408e+07  5.3566670267413219e+05
 7.0685834705770348e-02  1.4012188937399492e+07  4.2036566812198475e+05
 8.6393797973719308e-02  1.0313467247617872e+07  3.0940401742853614e+05
 1.0210176124166828e-01  7.2968383296355419e+06  2.1890514988906626e+05
 1.1780972450961726e-01  5.1244389258391634e+06  1.5373316777517489e+05
 1.3351768777756623e-01  3.5684406680196789e+06  1.0705322004059036e+05
 1.4922565104551519e-01  2.5326848928721128e+06  7.5980546786163381e+04
 1.6493361431346415e-01  1.8115335300639782e+06  5.4346005901919343e+04
 1.8064157758141314e-01  1.2680193230885740e+06  3.8040579692657215e+04
 1.9634954084936210e-01  9.1181193005181220e+05  2.7354357901554366e+04
 2.1205750411731106e-01  6.4221808958913642e+05  1.9266542687674093e+04
 2.2776546738526005e-01  4.7524975971207023e+05  1.4257492791362107e+04
 2.4347343065320901e-01  3.7892188648129016e+05  1.1367656594438704e+04
 2.5918139392115797e-01  3.4403565853586077e+05  1.0321069756075824e+04
 2.7488935718910695e-01  3.4841081875959865e+05  1.0452324562787959e+04
 2.9059732045705589e-01  3.6707677646572201e+05  1.1012303293971660e+04
 3.0630528372500487e-01  3.7616824398330977e+05  1.1285047319499292e+04
 3.2201324699295381e-01  3.7730687038522889e+05  1.1319206111556867e+04
 3.3772121026090279e-01  3.6809024651323882e+05  1.1042707395397165e+04
 3.5342917352885178e-01  3.3892680386409839e+05  1.0167804115922951e+04
 3.6913713679680071e-01  3.1190916303082253e+05  9.3572748909246748e+03
 3.8484510006474970e-01  2.7660935927932285e+05  8.2982807783796852e+03
 4.0055306333269869e-01  2.5188812803638747e+05  7.5566438410916235e+03
 4.1626102660064762e-01  2.3101806282815078e+05  6.9305418848445233e+03
 4.3196898986859661e-01  2.1681678024159546e+05  6.5045034072478638e+03
 4.4767695313654560e-01  2.0828797743558537e+05  6.2486393230675612e+03
 4.6338491640449453e-01  2.0671835296970111e+05  6.2015505890910335e+03
 4.7909287967244352e-01  2.0072483853105805e+05  6.0217451559317415e+03
 4.9480084294039245e-01  2.0122466756931884e+05  6.0367400270795652e+03
 5.1050880620834138e-01  2.0176381978887759e+05  6.0529145936663272e+03
 5.2621676947629037e-01  2.0245665184908087e+05  6.0736995554724253e+03
 5.4192473274423936e-01  2.0486544241940326e+05  6.1459632725820975e+03
 5.5763269601218823e-01  2.0405614085571564e+05  6.1216842256714690e+03
 5.7334065928013722e-01  2.0263442246694581e+05  6.0790326740083738e+03
 5.8904862254808621e-01  1.9421574576868344e+05  5.8264723730605028e+03
 6.0475658581603520e-01  1.8596484129240568e+05  5.5789452387721703e+03
 6.2046454908398418e-01  1.7545773608087300e+05  5.2637320824261897e+03
 6.3617251235193306e-01  1.6250934811613569e+05  4.8752804434840709e+03
 6.5188047561988205e-01  1.5228450732640291e+05  4.5685352197920865e+03
 6.6758843888783104e-01  1.4073180278152649e+05  4.2219540834457948e+03
 6.8329640215578002e-01  1.3157934027620131e+05  3.9473802082860393e+03
 6.9900436542372901e-01  1.2261939248611654e+05  3.6785817745834961e+03
 7.1471232869167800e-01  1.1420949410337435e+05  3.4262848231012304e+03
 7.3042029195962688e-01  1.0825590456764144e+05  3.2476771370292431e+03
 7.4612825522757587e-01  1.0207169523670049e+05  3.0621508571010145e+03
 7.6183621849552485e-01  9.6854475883817402e+04  2.9056342765145218e+03
 7.7754418176347384e-01  9.1714775088873212e+04  2.7514432526661963e+03
 7.9325214503142283e-01  8.7393308533377160e+04  2.6217992560013149e+03
 8.0896010829937171e-01  8.3081542807641061e+04  2.4924462842292319e+03
 8.2466807156732069e-01  7.8558947765658682e+04  2.3567684329697604e+03
 8.4037603483526968e-01  7.3659417748953521e+04  2.2097825324686055e+03
 8.5608399810321867e-01  6.9706936431009584e+04  2.0912080929302874e+03
 8.7179196137116766e-01  6.7043500198452646e+04  2.0113050059535792e+03
 8.8749992463911664e-01  6.4174240108228987e+04  1.9252272032468695e+03
 9.0320788790706552e-01  6.2928362580510613e+04  1.8878508774153183e+03
 9.1891585117501451e-01  6.2420427841453129e+04  1.8726128352435937e+03
 9.3462381444296350e-01  6.3117363805821922e+04  1.8935209141746575e+03
 9.5033177771091248e-01  6.3892020730875156e+04  1.9167606219262545e+03
 9.6603974097886147e-01  6.5309922640257530e+04  1.9592976792077259e+03
 9.8174770424681035e-01  6.6121256238109621e+04  1.9836376871432885e+03
 9.9745566751475934e-01  6.6233621813620543e+04  1.9870086544086162e+03
 1.0131636307827083e+00  6.5236911657924262e+04  1.9571073497377279e+03
 1.0288715940506572e+00  6.4369999761317958e+04  1.9310999928395386e+03
 1.0445795573186063e+00  6.3106981471593484e+04  1.8932094441478046e+03
 1.0602875205865552e+00  6.2954670362207929e+04  1.8886401108662378e+03
 1.0759954838545043e+00  6.2973416143527953e+04  1.8892024843058384e+03
 1.0917034471224532e+00  6.4158760272959786e+04  1.9247628081887935e+03
 1.1074114103904020e+00  6.5442991914520557e+04  1.9632897574356166e+03
 1.1231193736583511e+00  6.6418551750539598e+04  1.9925565525161878e+03
 1.1388273369263000e+00  6.6551954393452615e+04  1.9965586318035785e+03
 1.1545353001942491e+00  6.6743102911629670e+04  2.0022930873488901e+03
 1.1702432634621980e+00  6.6808215211862014e+04  2.0042464563558603e+03
 1.1859512267301469e+00  6.7195796969374162e+04  2.0158739090812248e+03
 1.2016591899980960e+00  6.8072650688911861e+04  2.0421795206673557e+03
 1.2173671532660448e+00  6.8853285315002649e+04  2.0655985594500794e+03
 1.2330751165339939e+00  6.9971639386649171e+04  2.0991491815994750e+03
 1.2487830798019428e+00  7.0999171092742588e+04  2.1299751327822778e+03
 1.2644910430698917e+00  7.2470970954138742e+04  2.1741291286241621e+03
 1.2801990063378408e+00  7.4418300500304424e+04  2.2325490150091327e+03
 1.2959069696057897e+00  7.6537313228322877e+04  2.2961193968496864e+03
 1.3116149328737388e+00  7.9695688338828593e+04  2.3908706501648576e+03
 1.3273228961416876e+00  8.2382560899874778e+04  2.4714768269962433e+03
 1.3430308594096367e+00  8.4480683735591854e+04  2.5344205120677557e+03
 1.3587388226775856e+00  8.5766455700071878e+04  2.5729936710021561e+03
 1.3744467859455345e+00  8.5888816000526116e+04  2.5766644800157833e+03
 1.3901547492134836e+00  8.5979960008756883e+04  2.5793988002627066e+03
 1.4058627124814325e+00  8.5623093379303726e+04  2.5686928013791116e+03
 1.4215706757493816e+00  8.5826412134997576e+04  2.5747923640499271e+03
 1.4372786390173304e+00  8.6130035123601396e+04  2.5839010537080417e+03
 1.4529866022852793e+00  8.7106116400084560e+04  2.6131834920025367e+03
 1.4686945655532284e+00  8.6826434444980157e+04  2.6047930333494046e+03
 1.4844025288211773e+00  8.6221008900268353e+04  2.5866302670080504e+03
 1.5001104920891264e+00  8.4718170806785420e+04  2.5415451242035624e+03
 1.5158184553570753e+00  8.2097076418730794e+04  2.4629122925619236e+03
 1.5315264186250241e+00  7.9278479930937814e+04  2.3783543979281344e+03
 1.5472343818929732e+00  7.6598391028945451e+04  2.2979517308683635e+03
 1.5629423451609221e+00  7.4960865002821083e+04  2.2488259500846325e+03
 1.5786503084288712e+00  7.4135104916814773e+04  2.2240531475044431e+03
 1.5943582716968201e+00  7.4440340668930236e+04  2.2332102200679069e+03
 1.6100662349647690e+00  7.5534989597998443e+04  2.2660496879399534e+03
 1.6257741982327181e+00  7.6397460064800092e+04  2.2919238019440027e+03
 1.6414821615006669e+00  7.7028432670746479e+04  2.3108529801223945e+03
 1.6571901247686160e+00  7.7117190694832083e+04  2.3135157208449623e+03
 1.6728980880365649e+00  7.6975490329069289e+04  2.3092647098720786e+03
 1.6886060513045138e+00  7.6137204593416958e+04  2.2841161378025085e+03
 1.7043140145724629e+00  7.5295725083089244e+04  2.2588717524926774e+03
 1.7200219778404118e+00  7.4317728601556882e+04  2.2295318580467065e+03
 1.7357299411083609e+00  7.3401869437550893e+04  2.2020560831265266e+03
 1.7514379043763098e+00  7.2128680167787999e+04  2.1638604050336398e+03
 1.7671458676442588e+00  7.1245020644056232e+04  2.1373506193216867e+03
 1.7828538309122077e+00  7.0154255749920136e+04  2.1046276724976042e+03
 1.7985617941801566e+00  6.9520533278557064e+04  2.0856159983567118e+03
 1.8142697574481057e+00  6.8882203390250026e+04  2.0664661017075009e+03
 1.8299777207160546e+00  6.8332469356332760e+04  2.0499740806899827e+03
 1.8456856839840037e+00  6.8105880718556960e+04  2.0431764215567086e+03
 1.8613936472519526e+00  6.7355307627123853e+04  2.0206592288137156e+03
 1.8771016105199014e+00  6.6654962853361241e+04  1.9996488856008373e+03
 1.8928095737878505e+00  6.5428797835477497e+04  1.9628639350643248e+03
 1.9085175370557994e+00  6.4031688304059448e+04  1.9209506491217833e+03
 1.9242255003237485e+00  6.2543501953027866e+04  1.8763050585908359e+03
 1.9399334635916974e+00  6.0615198801553859e+04  1.8184559640466157e+03
 1.9556414268596463e+00  5.8946594550106340e+04  1.7683978365031901e+03
 1.9713493901275954e+00  5.7380805377099234e+04  1.7214241613129770e+03
 1.9870573533955442e+00  5.6176349207991916e+04  1.6852904762397575e+03
